"Country Name","Country Code","Year","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Commercial service exports (current US$)","average_value_Commercial service imports (current US$)","average_value_Computer, communications and other services (% of commercial service exports)","average_value_Computer, communications and other services (% of commercial service imports)","average_value_Export unit value index (2000 = 100)","average_value_Export value index (2000 = 100)","average_value_Export volume index (2000 = 100)","average_value_Food exports (% of merchandise exports)","average_value_Fuel exports (% of merchandise exports)","average_value_High-technology exports (% of manufactured exports)","average_value_High-technology exports (current US$)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_Import value index (2000 = 100)","average_value_Insurance and financial services (% of commercial service exports)","average_value_Insurance and financial services (% of commercial service imports)","average_value_Manufactures exports (% of merchandise exports)","average_value_Manufactures imports (% of merchandise imports)","average_value_Merchandise exports (current US$)","average_value_Merchandise exports by the reporting economy (current US$)","average_value_Merchandise exports by the reporting economy, residual (% of total merchandise exports)","average_value_Merchandise exports to economies in the Arab World (% of total merchandise exports)","average_value_Merchandise exports to high-income economies (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","average_value_Merchandise imports (current US$)","average_value_Merchandise imports by the reporting economy (current US$)","average_value_Merchandise imports by the reporting economy, residual (% of total merchandise imports)","average_value_Merchandise imports from economies in the Arab World (% of total merchandise imports)","average_value_Merchandise imports from high-income economies (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","average_value_Net barter terms of trade index (2000 = 100)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Transport services (% of commercial service exports)","average_value_Transport services (% of commercial service imports)","average_value_Travel services (% of commercial service exports)","average_value_Travel services (% of commercial service imports)"
"Virgin Islands (U.S.)","VIR","1973","0.0102573579665789","","","","","","","","0.471793685801679","78.7383025497302","","","","","","","","19.3508102962793","25.0370222767623","","","","","","","","","","","","","","","","","","","","","","","","","","0.24266106681861","0.834979978988381","","","",""
"Virgin Islands (U.S.)","VIR","2001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zimbabwe","ZWE","1971","","","","","","","","","","","","","","","","","","","","404000000","","","","","","","","","","","","456000000","","","","","","","","","","","","","","","","","",""
"Africa Western and Central","AFW","1998","5.32557477946906","3036960719.77668","7612092632.82446","67.3898856976041","36.1371768402809","","","","10.6655854403311","73.6017021882156","","","","","","0.936445241442358","4.3033372688042","6.18917628537582","67.8223219095738","26634000000","28505536596.33","4.0824522710423","1.09482754085945","72.4706291624367","2.81026871549319","0.701600063937729","3.09580397443136","0.915763823579067","4.64267364504368","11.280808344036","12.166110222485","25625000000","31646434761.98","4.05943208570883","0.978249243165177","72.0369918157424","5.79531385792259","1.55070320050447","2.82014771142912","0.613427768862246","2.25850008649599","10.8654834733344","13.0380926252144","","2.52724739959804","2.02069467803505","17.6152517635181","32.4035791938105","14.0584172974355","27.1559066971044"
"American Samoa","ASM","1990","","","","","","","89.88439306","","","","","","","","71.14624506","","","","","311000000","","","","","","","","","","","","360000000","","","","","","","","","","","","","","","","","",""
"Antigua and Barbuda","ATG","2005","0.116769554933729","454164445.185185","218420741.481481","9.81511834542702","29.2408385133658","95.28976757","159.6153846","167.5052723","18.679498229766","0.724794167438721","","","4.6286058745","3.9085329199","124.3243243","3.41364605508587","16.7010797485618","78.9042433174171","45.7916275680373","83000000","133873054","28.7892692729636","0.47193515134121","54.2887615008768","0.118200037477295","0.0093133006437576","8.59147129040621","0.02571316554861","0.539891321221371","7.63738011086234","16.9219692261596","506000000","529011898","10.2874724001009","0.0467065109374912","81.9150886092169","1.60064604066807","0.0392459982062634","5.28238799649833","0.0292638030610041","0.108771466610757","0.737123685637785","7.79743899068221","80.80742499","1.5747754095473","0.327584056147542","18.6342008301216","35.7203188012253","68.1370347693656","18.3377629368471"
"Australia","AUS","1963","39.0878290244677","","","","","","","","39.8346474957375","3.09052904083863","","","","","","","","10.0772483659914","71.3982978244669","2805000000","2774300000","6.98915041632123","1.08495836787658","75.9326676999603","11.4190967090798","0.728111595717839","0.695670980067044","0.684857441516779","2.53036802076199","1.02007713657499","17.0781818837184","2776000000","2681360000","2.10452904496226","4.82851985559567","86.3390219888415","4.43468985887758","0.0369215621923203","0.787659993436167","1.87889727600919","3.07269445356088","1.34558582212012","11.5564489661963","","6.05237449941595","2.68171327746951","","","",""
"Burkina Faso","BFA","1976","48.5854916755872","","","","","","","","45.2488504546714","","","","","","","","","5.86119003825416","69.5772523201995","53000000","53057000","5.56948187798029","0.899033115328797","71.9546902387998","0.401455038920406","","","0.899033115328797","","21.1753397289707","1.3004881542492","144000000","143918000","5.05565669339485","0.0785169332536583","72.178601703748","2.29992078822663","","0.198029433427368","0.0785169332536583","0.692060756819856","19.4972136911297","3.26852791172751","","0.303907013621985","1.53369750268857","","","",""
"Bangladesh","BGD","2000","1.44880050002803","283923140.100823","1550842739.37857","44.2156259754802","8.14691449312551","100","100","100","7.61291665750379","0.229218459463864","","","0.0709019198","2.6696091793","100","5.84505269917779","7.85535403496182","90.5095803796113","67.7427738243997","6389000000","5589577566","14.525710206416","1.95722264711837","79.7749089684965","1.38402913434049","0.686680371580696","0.374904628347365","1.03019504282875","1.67437349057086","0.549198157419397","4.0250073345167","8883000000","8861116200","15.6955384356657","5.11287574583437","54.0760208177837","14.5547103986742","1.07468278093453","1.29146440941605","0.623513130320986","11.9495985054343","0.734471521770587","18.2788422411163","100","0.0141371379781013","2.37527192847551","32.1805263831873","65.3039831814493","17.7587949421548","18.6937482904634"
"Bahamas, The","BHS","2012","0.392251530289832","2647885000","1521880000","8.03811343770595","42.9897889452519","203.0542189","170.862997","84.14648953","24.3746103066396","0.0020205238831508","","","0.2320896723","3.8861228724","163.2667824","0","12.7250505953163","68.518815830916","54.3251637126975","984000000","882984889","0.0024264288400523","0.0602788345112891","89.9538364580099","0.49563996558949","0.0487878111354633","1.68072661093977","0.0573957727151999","3.29266461546433","4.46852233730582","10.0437371131501","3386000000","3661076548","2.67735308767436","0.0390804448156543","93.967003472772","1.81306348364284","0.164571729681299","1.27694505665387","0.0069544025278326","0.0560900044857516","0.0380187625620769","3.35564343955367","86.55546688","6.71230180827141","0.810027972251472","4.67025569463931","25.5115383604489","87.2916308676547","18.7736220989828"
"Belize","BLZ","1962","","","","","","","","","","","","","","","","","","","","9000000","","","","","","","","","","","","22000000","","","","","","","","","","","","","","","","","",""
"Bolivia","BOL","2019","","1418313348.26692","2857852410.79998","8.56917641542448","33.3754339710959","264.6517764","712.2183895","269.1152877","","","","14175219","","","534.7244509","0.458948199023776","6.08118644155646","","","8757000000","8756724915","0.0056722005638109","9.7398294371338","41.3314712878588","4.70955960137067","0.890785627699486","44.6130837261775","0.0102428363195876","8.42243755695276","0.0167471630573655","14.0497727853999","9784000000","9783853279","0.0193332825632207","0.627990907548441","31.8428598544809","23.6254874238696","2.16539324495731","40.0898770366771","0.0349502890373424","1.82246260154695","0.399636266867612","28.0479298262788","104.992337","","","31.9376710594689","27.763170348419","59.0342043260828","32.7802092389286"
"Brunei Darussalam","BRN","1965","0.867369424939774","","","","","","","","0.0454719461273739","99.0158268150556","","","","","","","","0.0199079434661618","69.7482265533368","65000000","100000","0","","100","","","","","","","","36000000","27500000","1.09090909090909","","88.7272727272727","10.1818181818182","","","","","","10.1818181818182","","0.0504229651111324","1.49488166577196","","","",""
"Switzerland","CHE","1987","0.892363897703449","15218030322.5049","8182717401.63067","25.5805755078658","20.8490411407966","","","","3.08716472969945","0.134924516910598","","","","","","25.0870312431146","1.22930667103753","92.9929346044352","82.4335308201604","45515000000","45499800000","5.19408876522534","3.99518239640614","84.4460854772988","1.9386898403949","1.35363232365857","2.49693405245737","2.09649273183618","1.0127517044031","1.46132510472573","10.3598257574759","50652000000","50649200000","4.55821612187359","1.35224248359303","90.9889988390735","0.706822615164701","0.296747036478365","1.00041066788814","1.06220828759388","0.388752438340586","0.997843993587263","4.45278503905294","","2.73430309909768","3.2822561299228","11.5498171242233","24.2829044418948","37.7825761247962","53.6387477462711"
"Comoros","COM","1977","","","","","","","","","","","","","","","","","","","","9000000","9000000","1.1111111111111","","92.2222222222222","","","","","","6.66666666666667","","16000000","15700000","0.636942675159236","","51.5923566878981","5.09554140127389","","","","8.9171974522293","33.7579617834395","14.0127388535032","","","","","","",""
"Cayman Islands","CYM","2000","","","","","","100","100","100","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","",""
"Europe & Central Asia (excluding high income)","ECA","1973","","","","","","","","","","","","","","","","","","","","","5013430000","33.8233504806091","6.92320427332186","51.4924911687208","3.6890911013019","1.9328084764323","0.404513476801312","7.64466642597982","0.732632150044979","0.280446720109785","14.5389483846389","","5915900000","29.3569871025541","5.34931286870975","58.985953109417","3.03098429655674","1.73143562264406","1.19761997329231","5.00904342534526","0.568298990855153","0.11967747933535","11.5272401494278","","","","","","",""
"Ethiopia","ETH","1980","","100386473.478448","185990338.254101","26.1308950914345","16.7012987012982","","87.40582888","","","","","","","","57.22912192","0.279114533205003","0","","","425000000","424732000","19.0875658062025","20.3142216739026","67.9769831328932","0.0129493421734176","0.0021189832647411","","11.5698840680712","0.0105949163237053","1.33990375107126","11.595547309833","716000000","722078000","28.4152127609483","5.52391846864189","66.6473705056794","1.90907353499206","0.323649245649362","0.187791346641222","0.769584449325419","0.9978146405236","0.749503516240628","4.18791321713167","","","","66.4677574590949","80.8051948051953","7.1222329162656","2.4935064935065"
"Fiji","FJI","1995","","524271154.301969","370893576.676938","10.7147701071477","31.6526073619631","","105.8119658","","","","","","","","107.4698795","1.30204801302048","8.78067484662577","","","619000000","623964209.8","6.90869422773124","0.0082132037695602","78.287514523019","14.7320792487416","0.0298733335522155","0.0011171488748103","0.0009272916856649","0.0310923625854734","0.0087018638100098","0.071712000508174","892000000","891571230.9","0.933277520388613","0.0049482937392972","89.2854295114829","7.6100080902938","0.0184078377421767","0.280907307773024","0.0226814076566678","1.75811120329705","0.091177121365772","2.17128487783469","","","","32.5105113251051","42.1779141104295","55.4726705547267","17.3888036809816"
"Faroe Islands","FRO","1975","","","","","","","","","","","","","","","","","","","","","80462000","3.16422659143447","","96.0266958315727","","","","","","0.809077576992866","0.809077576992866","","113380000","0.302522490739107","0.538013759040395","99.0950784970894","0.0238137237608044","","0.0008819897689187","0.538013759040395","0.0370435702945846","0.002645969306756","0.602399012171459","","","","","","",""
"United Kingdom","GBR","1967","2.00647340230089","","","","","","","","6.7015259236251","2.55815536972364","","","","","","","","80.843551869963","38.2460698293735","14493000000","14348200000","6.43565046486667","3.42760764416442","70.9120307773797","2.83589579180664","0.703224097796239","3.55445282335066","2.59126580337603","3.02058794831407","9.94689229310994","22.6523187577536","17800000000","17677000000","5.57673813429881","4.6902754992363","72.4506420772755","1.46178650223454","0.308310233636929","4.26429824065169","4.19924195282005","3.13005600497822","8.6089268541042","21.9726197884256","","4.99915532112153","9.86406564666409","","","",""
"Gibraltar","GIB","2011","","","","","","152.991886","193.8780488","126.7243994","","","","","","","146.0671244","","","","","","634149426","0","12.1287683701223","85.1323750941943","0.0408955664654343","0.194241601347756","0.0733935853156477","12.1236118567424","0.009483569255805","2.42599872667866","14.8676249058057","","16989697567","0","1.0641499019451","88.9376038179126","0.184335617961975","7.56358869798827","0.181883826231384","1.0641499019451","1.88295028053574","0.185487857424908","11.0623961820874","52.56376933","","","","","",""
"Gambia, The","GMB","2011","2.37509318109865","135423293.861518","75820659.4515704","9.17222441270579","10.328472773116","205.2164799","588.4252945","286.7339381","83.2179512429282","0","4.04376187233432","22565","0.1097109243","1.937853004","182.1721925","0.461310454800262","10.702254658314","5.02749979863693","43.4014412587095","102000000","96131154","0.0116393068577955","0.394942725851393","6.77546739946553","3.5250216594716","0.164275568771389","0.262745207448566","0.0978132437690283","2.56320755288135","86.5998300613347","6.61306323234193","341000000","340370884","0.487409492992944","4.80038239698552","34.0498378233786","15.0231008008311","4.1173797932728","11.9844460609034","2.4671751888155","3.65613470040522","28.2145161394005","37.248236544228","98.176995","9.37945577733623","0.766972536861266","32.713321851536","57.7327614911347","57.6531432809579","21.2365110774352"
"Guinea-Bissau","GNB","1980","","","","","","65","17.61987876","27.10750578","","","","","","","111.9001849","","","","","11000000","11089000","0","3.56208855622689","81.1705293534133","3.90477049328163","","","3.56208855622689","","11.3626115970782","7.46685904950852","55000000","55025000","14.1026805997274","0.407087687414811","70.5606542480691","7.35665606542481","","","0.407087687414811","1.35574738755111","6.21717401181281","9.11949114039073","125","","","","","",""
"Guam","GUM","2016","","","","","","170.0442777","44.58918919","26.22210509","","","","","","","169.7619048","","","","","33000000","71357677","0.0544608535953321","0.173588890793068","31.4598441874726","67.3344102835635","0.0241417612291387","0.190404180337877","0.0517715844365281","0.0001345335274858","0.884832615837536","68.485694958932","713000000","814793642","0","","94.5738787441348","4.85005735967684","0.133379661300794","0.363959884704157","","0.0732444350615097","0.0054799151218708","5.42612125586518","103.8930695","","","","","",""
"Croatia","HRV","2015","5.32645504089114","11684279968.5245","3605633141.78187","20.8995187985201","51.5070452233161","133.8167872","291.6559579","217.9516965","13.1821374760279","10.9049881608547","10.7064204918349","915710065","2.4487308988","5.2255741975","260.8359369","0.894523761309718","9.72232585661688","66.5931119053819","68.1482468421433","12925000000","12924854181","0.540603824395286","3.88480824594612","72.2706957013986","1.36114734863793","22.0537489017881","0.568760428323164","2.56712559657156","0.226451235659012","0.411466963226392","27.1887004742061","20571000000","20570660374","1.23405775208294","1.55172935723274","80.8268711927935","3.21927714988194","11.7669113581759","0.815378325005056","1.04509354143888","0.774430543811573","0.317980136810167","17.9390710551235","100.1869237","2.82004734773011","2.17586557887634","9.66274580372301","17.818669285495","68.5432116364472","20.9519596345721"
"IDA & IBRD total","IBT","2019","1.63458314131619","1392077036780.41","1589848293768.81","44.1852427406299","34.075274572353","","","","10.8931969254191","13.0955010059844","21.6655794086335","","14.0789405644237","14.0823673527977","","4.09391627853706","6.32147597720347","65.9568427720952","65.8475335459048","6875770660276.39","6810203234238","0.621474887008062","5.11046103611534","64.0606910927695","15.4158144050083","5.48844590757389","4.32052038524695","2.3997968985765","4.50669561097674","3.18656081284014","20.4281399050004","6710712735741.77","6672385937752","3.20280295072379","6.56537423351728","57.1419514117247","20.8022969340655","6.19873055428127","5.2195962376891","1.91580028695203","2.2901583542016","3.22866327036203","23.7635177416192","","5.17615197108552","6.08361449482716","20.335824947126","26.5230518630536","31.4937029478235","33.1131529379803"
"IDA blend","IDB","2016","1.91589412398371","18118053593.8713","35411482329.3262","19.3584515430714","32.4804388469786","","","","8.87795696479747","65.347099272799","3.1240732170421","566610081","","4.50081433336626","","7.48913889057081","7.15415772547516","21.4380497121723","60.2908183706516","92302000000","95684260167","4.03480106473299","3.53009591975184","44.5457520355057","11.2712415178599","4.09333858271373","2.37752069988266","1.34301870418098","18.0703361439202","14.2639912512038","30.6226603841219","136778000000","134098883309","5.96809182188236","11.0719121178569","47.8820862199459","27.6133249019493","5.01109451188771","1.74951752252402","1.26462129747369","4.7656054571866","5.74565826715046","34.6403822781739","","1.54443896644321","2.11012793928631","46.2310186215091","43.9710775638882","26.9213909448487","16.394325863658"
"IDA only","IDX","2002","5.99569644364731","12688996091.5086","17131682844.1749","28.0441242234725","16.9691281074305","","","","25.6872912706957","24.3680947280364","","","","3.21333630264343","","","","30.5070640510005","62.1899323167992","53013270687.3177","80151600336","5.17171694466864","10.7558339332719","65.0008613796819","7.92040662118714","4.17985798156952","0.94679093095931","3.51930719059274","3.7923430589754","9.46871589236536","13.95278871678","65901625947.0655","76354501179","7.48151959582328","9.16510683973229","51.792908221993","11.8751521416445","5.58769142371585","4.6426303469519","3.115555058664","6.14131477593842","9.36322843526909","19.8134126179857","","8.45868060633168","1.65251526199035","20.9275678710363","58.5473331575768","49.9457066528884","20.5778730916923"
"Jordan","JOR","1980","0.506218052209512","974228662.288609","844084770.117474","18.7752746293925","6.77118650869184","95","30.23208673","31.82324919","24.9515645536727","0.24893805211707","","","","","52.25268534","0","7.78066239119133","33.8051737539829","61.4229469420509","574000000","506380000","23.5396342667562","47.7625498637387","29.963663651803","4.43737904340614","4.37616019590031","","29.2705083139145","7.68592756427979","0.726726963940124","17.2261937675264","2402000000","2373230000","4.70498013256195","24.3271827846437","83.2350846736305","1.61846934346861","2.21048950164965","0.0939647653198384","6.07779271288497","0.669972990397054","1.38924588008748","5.98214248092262","87.96296296","40.4871012271442","1.32775113082895","27.7797023488978","42.5465976765592","53.4450230217097","42.9015534235577"
"Korea, Rep.","KOR","1984","0.835937203226324","6687400000","3925000000","56.1862607291324","41.7885350318471","127","16.97655384","13.36736523","4.36414262738806","2.7510750154574","","","","","19.08699472","-0.142058199001107","3.91592356687898","91.2225576254062","55.3184894088987","29245000000","29259300000","3.7779441066601","6.9287371878343","83.9712501666137","3.22905879498142","0.0522910664301607","1.22115019839846","1.89683280187838","4.51070258003438","1.3407702850034","12.2508057267262","30631000000","30627900000","6.16137573911368","11.6475501095406","80.6297526111813","6.5241168999507","0.0052239951155646","3.41551330649506","1.2008658771904","1.38207320776155","0.68107836319173","13.208871649705","119.8113208","0.73718860044226","5.29942139728751","33.8846188354218","39.6127388535032","10.0711786344469","14.6828025477707"
"Korea, Rep.","KOR","1965","8.54421107352795","","","","","","","","16.6575706734456","1.08437219872119","","","","","","","","59.3085686540803","51.5777598968391","173000000","171400000","3.73395565927655","0.116686114352392","81.9719953325554","12.7771295215869","","0.116686114352392","0.641773628938156","0.641773628938156","0.116686114352392","14.294049008168","463000000","454400000","5.5237676056338","","91.1091549295775","2.7068661971831","","0.374119718309859","0.132042253521127","0.110035211267606","0.0440140845070423","3.36707746478873","","14.2858467959973","4.17748304820396","","","",""
"Latin America & Caribbean (excluding high income)","LAC","1991","3.08619127671208","26241314868.0773","29664540938.5473","28.1974751118212","19.0335960309369","","","","20.05364021341","19.5783533102238","","","","","","4.05974175333257","6.08666191773213","48.992578914009","64.4527279408116","113712000000","109984885686.74","4.34991707118678","1.53813190103376","79.6063511995568","1.77076275203296","0.260584896015902","11.1179525837323","1.66408730244426","0.455996987364969","0.774347207666028","4.9922711735363","113749000000","118471081101.3","3.17411225202948","2.08206035911677","81.287003946032","1.00532706032266","0.0632352320290069","12.2164860976712","1.39444497909798","0.151852913012311","0.707537519805374","3.6040634195609","","7.81385095463301","3.26394263089479","27.9704000441385","38.3865926283389","39.7723830907078","36.9746829180966"
"Lebanon","LBN","2000","1.75784774011333","","","","","100","100","100","18.4040666862779","0.178629678109887","","","1.3155117202","4.0543395517","100","","","66.0075269658826","55.9668494768992","715000000","664569996","1.07588381104103","48.7924536093561","66.6852246817354","1.08942640257265","3.85061109499743","0.409287060260241","19.1236444264631","2.45722724442709","5.30869527850306","13.1152470807605","6230000000","6200559960","1.23763015751887","12.1284208660406","71.7198126570491","7.90476984598017","7.77381397985868","1.83273763552155","7.88783608504932","1.30326927763472","0.340130361387554","19.1547211003827","100","6.90403389518945","2.12832815445946","","","",""
"Low income","LIC","2005","7.44758612410329","8728787904.84335","13313240396.6394","21.994852702883","15.815422020229","","","","17.7156888828865","54.2899882747493","","","","","","4.78149251204777","6.95939802135216","8.46554863623459","64.6161234495627","41034209670.0434","46789482109","9.88034585899118","9.10443777102761","48.0586349355526","20.9730799779731","1.11219162415115","0.541812739900442","3.04898571366233","4.00355198340543","12.3813971663638","26.4305875841726","53933412161.4255","57382345793","12.5095802233231","14.9427290144803","40.8686277964272","13.986230461807","5.54122715106549","2.38470014616748","5.68185594357094","5.54149920163756","13.4862790760012","28.3577986001141","","7.41773176596875","1.44189304071215","14.2293788723093","56.1097805060848","60.6413897019089","21.1153994523341"
"Lesotho","LSO","2002","5.07188365502077","14968130.7068374","216171520.601807","9.25778439063778","10.7058570871909","98.77497206","162.1926188","164.2041657","7.15525204900002","0.00340130170596","","","3.8862750875","2.7962074116","100.7116545","-3.24632480939208","3.30562424926314","87.4171632874462","62.3479702572563","358000000","344262369","0.0005089141764431","","55.9436404738155","","","","","","44.0558506120081","","815000000","1024865377","4.35736956308556","0.0485863813116208","30.1017349130334","3.70419889792023","0.704311723470389","0.0902878583632746","0.0080873060852752","0.319963975131926","60.71404576291","4.82684976097109","101.5906304","0.0657612002029595","0.734218102725918","2.67262927846971","10.4939350322598","91.3159111402846","75.4945836312861"
"Latvia","LVA","2003","27.0632713947533","1703387436.14326","901323925.012","","","122.4306011","154.8069327","126.44464","8.83917676591036","1.37720878864708","","","1.4667407289","6.0697181234","163.4842658","","","58.4579065289439","74.2963772325706","2893000000","2895536909","0.316473223722944","1.04075033222103","87.2981193278238","0.658810079080916","9.91989188972897","0.45667081496698","1.07997960249796","0.0589576321646536","0.211097430013799","12.3854074484533","5234000000","5246801931","0.452624652356064","0.101826485357372","82.1556803494285","1.48187568394032","15.3240561883905","0.228981504504977","0.0773620398364529","0.228262152021382","0.0511574295218045","17.3916949982155","103.986395","3.95101708379676","1.84279532675191","","","",""
"Morocco","MAR","2000","2.01582423085629","3810087167.0162","1520492490.66922","32.9638924430524","29.3435337517486","100","100","100","21.4717562420196","3.65699503641464","","","6.8561610765","10.8993574435","100","0.789929998073342","1.90948366571347","64.0645436121379","62.9011007644486","7432000000","7187880382","0.0010120368750455","3.58775816088699","86.0391934524544","0.727314106825102","1.85515167077526","1.83801016403726","2.93268025895203","4.77509222133853","1.83154608874235","11.0271142517185","11534000000","11347366124","0.0293800425893441","12.6116702092938","76.7929856741793","3.12478207828381","4.2367351837109","3.08862399582517","10.3920601672128","0.555004142034326","1.78042871616434","12.7855741160185","100","8.74849637252077","2.53482963081876","12.7285436931574","40.7632983003429","53.5176338657168","27.9836842821951"
"Maldives","MDV","1980","","52400000","40300000","0","2.48138957816377","","7.155473781","","","","","","","","7.367868447","8.07251908396947","0.0744416873449131","","","8000000","","","","","","","","","","","","29000000","","","","","","","","","","","","","","","73.9885496183206","96.2034739454094","17.9389312977099","1.24069478908189"
"Maldives","MDV","1981","","58500000","49800000","0","4.01606425702812","","7.95676173","","","","","","","","7.884762861","7.43589743589744","0.803212851405622","","","9000000","9414545.455","5.10911729526145e-9","0.0965623792933294","48.397064499892","28.679026649832","","","0.0965623792933294","22.8273464658735","","28.7755890291254","31000000","38534100","1.71276869058834","","73.2779538123376","14.8696868487911","","","","7.69889526419457","2.44069538408838","17.3103822328795","","","","67.7777777777778","89.9598393574297","24.7863247863248","5.22088353413655"
"Middle East & North Africa","MEA","1973","","","","","","","","","","","","","","","","","","","","31849267747.1471","22941850000","8.26502657806585","4.81434583523125","80.9525822895712","2.2591900827527","1.00488844622382","2.53244616279855","2.72284057301395","1.21751297301656","1.04551289455733","8.90791283178994","22732478697.353","22521850000","14.9562313930694","5.38485959190741","72.6668102309535","1.76575192535249","1.03521691157698","1.93913910269361","4.55184631813106","1.62397849199777","1.4610256262252","9.98483694723124","","","","","","",""
"Niger","NER","2008","2.97604413372884","126746624.996713","602224159.300839","21.4792407436893","18.3568386251266","283.083124","321.5377277","113.5842092","43.3685986132959","1.52450199726818","","","0.067053494","1.3872727516","429.2185974","6.78589750393602","3.6601983677846","5.05968531277613","50.2259590324387","910000000","748276042","0.0155223464978984","0.179108099788661","67.5995368832081","1.82636049170742","0.0012955112092176","0.544536610995759","0.141224353137849","0.0716945311473703","29.7998292720963","2.58511149819761","1696000000","1208424495","1.3980981079004","2.26792357432311","45.1088559736618","21.0027341426905","1.67449444162417","3.21017110795987","1.86910916598062","5.61208468386765","20.124452376315","33.3685935421228","168.743685","43.1106434797758","2.15016283303621","9.47832086185848","66.6121850241258","62.2565408905162","11.370777982963"
"Nicaragua","NIC","1973","27.9626707544625","","","","","","","","53.4811969837577","0.499414021425247","","","","","","","","15.8591128952861","77.920745545703","278000000","277884000","4.08875645952988","0.0726922025017633","73.0794144319212","0.24866491053821","","22.5011155734047","0.0726922025017633","","0.0093564221041874","0.330713535144161","327000000","326863000","1.79371785732861","0.0055068943257573","61.2051532293346","0.190293792812279","0.0006118771473064","36.7257841970489","0.0055068943257573","0.0587402061414109","0.02019194586111","0.275344716287864","","2.16348867773174","1.14584208664333","","","",""
"New Zealand","NZL","1965","37.2852987106533","","","","","","","","56.6088296488709","0.417442965558928","","","","","","","","5.39536576765003","76.3850142855296","1007000000","995500000","9.251632345555","","86.7503766951281","1.95881466599699","","0.411853340030136","","0.341536916122551","1.28578603716725","3.99799095931693","1052000000","1052040000","6.01212881639482","0.27185278126307","89.3559180259306","0.491426181514011","","0.135926390631535","1.49519029694688","1.99707235466332","0.512337933918862","4.63195315767461","","0.268393945862024","5.7899917912686","","","",""
"OECD members","OED","1962","6.99128970976726","","","","","","","","19.9975289488376","5.38110796209663","","","","","","","","65.1596310249697","49.2296530415264","100197720322.702","91108270000","8.3557727525723","3.56356234181595","72.0831380071205","2.64608251259737","0.742523154045182","6.57722948750975","3.24954035456935","2.61589864454676","3.72981508703875","19.5175147107941","107016119224.021","96194380000","7.41979936873651","5.18302628490355","73.4161600708898","1.82633330554238","0.469247787656618","8.02346249333901","3.4278509825626","1.69767714080594","3.71946885046715","19.1412741575963","","7.66839327741561","9.19072880317582","","","",""
"Oman","OMN","1964","","","","","","","","","","","","","","","","","","","","3000000","","","","","","","","","","","","7000000","","","","","","","","","","","","","","","","","",""
"Peru","PER","1962","19.9504597872631","","","","","","","","36.6169138032351","2.3499462944465","","","","","","","","0.876233689947064","76.1006889359096","540000000","525800000","7.18904526435906","0.0760745530620008","87.1814378090529","0.114111829593001","","5.17306960821605","0.152149106124002","0.0380372765310004","0.152149106124002","0.456447318372005","537000000","536700000","3.81963853176822","0.0186323830817962","85.4481088131172","0.149059064654369","","8.99944102850754","0.0372647661635923","1.4533258803801","0.0931619154089808","1.73281162660704","","40.1918932433987","1.1303682391503","","","",""
"Palau","PLW","1998","","","","","","","96.40250261","","","","","","","","49.74193548","","","","","11000000","","","","","","","","","","","","63000000","","","","","","","","","","","","","","","","","",""
"Poland","POL","2015","1.29293081677442","44077000000","31895000000","48.3993919731379","51.3434707634425","166.5202079","627.2160411","376.6606162","12.8632237692946","3.30871613710828","11.0208101804332","16877959173","8.11592233","9.7902814845","400.7279019","2.5001701567711","6.22354601034645","78.7541672748372","77.3193936418082","199124000000","199124000000","0.356240079046222","1.62617023964967","87.2131824551536","1.44635035053534","8.28031144412527","0.756490492356522","0.822647634639722","0.311171088367048","0.8136064557763","12.4305774658002","196473000000","196473000000","0.442153500480982","0.663983752983871","77.6399847826419","8.58931775612934","10.4992474594474","0.959957161543825","0.525074033582222","0.899574434146168","0.444690872028218","21.9178617168771","100.1040102","3.60543718058065","3.46672011541138","25.7708101731062","18.2881329361969","23.3296276969848","24.1448502900141"
