"Country Name","Country Code","Year","average_value_Adolescents out of school (% of lower secondary school age)","average_value_Adolescents out of school, female (% of female lower secondary school age)","average_value_Adolescents out of school, male (% of male lower secondary school age)","average_value_Current education expenditure, primary (% of total expenditure in primary public institutions)","average_value_Current education expenditure, secondary (% of total expenditure in secondary public institutions)","average_value_Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","average_value_Current education expenditure, total (% of total expenditure in public institutions)","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Expenditure on primary education (% of government expenditure on education)","average_value_Expenditure on secondary education (% of government expenditure on education)","average_value_Expenditure on tertiary education (% of government expenditure on education)","average_value_Government expenditure on education, total (% of GDP)","average_value_Government expenditure on education, total (% of government expenditure)","average_value_Government expenditure per student, primary (% of GDP per capita)","average_value_Government expenditure per student, secondary (% of GDP per capita)","average_value_Government expenditure per student, tertiary (% of GDP per capita)","average_value_Population ages 0-14 (% of total population)","average_value_Population ages 15-64 (% of total population)","average_value_Progression to secondary school (%)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Pupil-teacher ratio, secondary","average_value_Pupil-teacher ratio, tertiary","average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary (% net)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, secondary, private (% of total secondary)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, teachers","average_value_Secondary education, teachers (% female)","average_value_Secondary education, teachers, female","average_value_Secondary education, vocational pupils","average_value_Secondary education, vocational pupils (% female)","average_value_Tertiary education, academic staff (% female)","average_value_Trained teachers in secondary education (% of total teachers)","average_value_Trained teachers in secondary education, female (% of female teachers)","average_value_Trained teachers in secondary education, male (% of male teachers)"
"Burkina Faso","BFA","1966","","","","","","","","","","","","","","","","","","","","","","","","","42.5254115821149","54.8692318243622","","","","","","","","","","","","","","","","","","","","","","","",""
"Bulgaria","BGR","1984","","","","","","","","","","","","","","","","","","","","","","","","","21.7863985138897","66.9005968056121","98.56432","","","","6.95872","91.9887924194336","","91.7677764892578","","92.1981506347656","","","15.9854001998901","17.5055294036865","14.5322103500366","","","","183968","37.2505","36.5464706420898","","",""
"Bahrain","BHR","2014","2.7902500629425","4.06220006942749","1.5579400062561","","","","","","","","","","","","","","32.49759","43.06671","","2.46745991706848","8.6840295791626","10.32071","15.75927","","20.674962109163","77.0301816889022","99.87832","100","99.76448","9.85905","17.48142","98.9423980712891","88.29499","99.2258377075195","89.06943","98.6722412109375","87.55684","24.2962703704834","41.3292388916016","57.5447387695313","29.0876903533936","9138","58.2184295654297","5320","7092","11.54822","36.3911590576172","83.2676696777344","84.9436111450195","80.9324264526367"
"Bosnia and Herzegovina","BIH","1984","","","","","","","","","","","","","","","","","","","","","","","","","26.7116752559488","67.805166992792","","","","","","","","","","","","","","","","","","","","","","","",""
"Bosnia and Herzegovina","BIH","1988","","","","","","","","","","","","","","","","","","","","","","","","","24.9678841883764","69.0722239309754","","","","","","","","","","","","","","","","","","","","","","","",""
"Bermuda","BMU","1995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bolivia","BOL","1965","","","","","","","","","","","","","","","","","","","","","","","","","41.1737980307373","54.7048779956384","","","","","","","","","","","","","","","","","","","","","","","",""
"Botswana","BWA","1997","","","","","","","","","","","","","","","","","","","","","","","","","40.8709284775306","55.8876284142363","","","","","","","","","","","","","","","","","","","","","","","",""
"Central African Republic","CAF","2012","55.9061813354492","66.4347763061523","45.4028816223145","","","","","","","","","","","","","","","","","","","","","","44.7219782815678","52.2994011382161","","","","68.13149","","17.3938808441162","13.61317","11.9232397079468","9.43066","22.862829208374","17.79438","","2.980299949646","1.60101997852325","4.36418008804321","1848","11.0389604568481","204","3850","37.27273","","","",""
"Central Europe and the Baltics","CEB","1965","","","","","","","","","","","","","","","","","","","","","","","","","27.3383402701046","64.3727562111687","","","","","","","","","","","","","","","","","","","","","","","",""
"Central Europe and the Baltics","CEB","1988","","","","","","","","","","","","","","","","","","","","","","","","","23.6933022343382","65.6474426207891","98.36529","","","14.27195","","91.30867","","92.52383","","90.14933","","","16.7499103546143","17.9234409332275","15.6257200241089","788848.9","","","4406149","45.78963","37.37333","","",""
"Congo, Dem. Rep.","COD","1980","","","","","","","","","","","","","","","","","","","30.51076","2.26730990409851","","","","","44.5977352324307","52.5051379214951","","","","","","24.8021793365479","","13.3619804382324","","36.2342414855957","","","1.14168000221252","","","","","","","","","","",""
"Congo, Rep.","COG","2012","","","","","","","","","","","","","","","","","","","","","","","","","42.0001423440518","55.4567104467009","","","","18.67603","11.84896","52.5928192138672","","48.8120803833008","","56.3443717956543","","","10.0040702819824","7.71338987350464","12.2839603424072","18165","9.19349956512451","1670","34336","45.80324","7.26560020446777","59.2127685546875","96.2275390625","55.4652900695801"
"Ecuador","ECU","2014","0.87594997882843","","","95.5062484741211","95.5062484741211","","","","","","10.7084503173828","10.1224803924561","10.4298095703125","","","","25.71007","11.44026","40.37434","5.26099014282227","12.0683097839355","10.30478","4.94326","","29.4224553405751","64.1367516223834","95.7005","95.87593","95.53003","23.03294","","104.861503601074","83.36107","107.169792175293","84.31903","102.646598815918","82.44186","28.9205207824707","","","","84324","57.2624588012695","48286","288340","45.50149","37.2407989501953","","",""
"Estonia","EST","1962","","","","","","","","","","","","","","","","","","","","","","","","","23.1453341000871","66.1165262200861","","","","","","","","","","","","","","","","","","","","","","","",""
"Estonia","EST","1977","","","","","","","","","","","","","","","","","","","","","","","","","21.6342657681679","65.7989874574933","","","","","","","","","","","","","","","","","","","","","","","",""
"Gambia, The","GMB","1962","","","","","","","","","","","","","","","","","","","","","","","","","42.366291649776","55.4312518755232","","","","","","","","","","","","","","","","","","","","","","","",""
"Guatemala","GTM","2012","27.1357097625732","30.690860748291","23.7038497924805","97.6145629882813","91.7736511230469","96.6588134765625","96.5616073608398","0","0","0","1.43624997138977","2.52267003059387","1.93861997127533","1.89199995994568","3.35666990280151","2.56927990913391","55.54988","13.06595","12.82632","2.95785999298096","21.1051406860352","9.8154","5.17897","21.94134","38.0594535796523","57.5873804931002","92.45543","86.99301","97.64427","13.66083","","53.1233711242676","42.66609","51.4145317077637","41.24971","54.7799301147461","44.03914","61.0957412719727","","","","83418","46.1818809509277","38524","329666","50.84449","","","",""
"Guam","GUM","1983","","","","","","","","","","","","","","","","","","","","","","","","","32.8557835586435","63.9907721584891","","","","19.35346","","","","","","","","","","","","679","","","700","45","","","",""
"Guam","GUM","1990","","","","","","","","","","","","","","","","","","","","","","","","","29.8677212182523","66.1616161616162","","","","","","","","","","","","","","","","","","","1400","46.42857","","","",""
"Honduras","HND","2001","","","","","","","","","","","","","","","","","","","","","","","","","42.4898310286035","53.806136691355","","","","","","","","","","","","","","","","","","","","","","","",""
"Heavily indebted poor countries (HIPC)","HPC","2013","40.0462913513184","43.8871116638184","36.2597694396973","90.4569625854492","89.1409378051758","87.7645034790039","87.8944702148438","","","","","","","","","","48.85806","26.36371","20.227775","3.39098501205445","16.3917245864868","10.67458","","","44.1478921854246","52.8988811170161","77.26583","75.95689","78.35603","22.07264","","39.8321","30.81079","35.65023","28.21904","43.95761","33.36792","19.98073","8.35941028594971","6.68778991699219","10.0207595825195","1717119","24.60154","422437.8","3333437","42.08825","21.91591","52.9146308898926","59.7432518005371","50.6865386962891"
"Heavily indebted poor countries (HIPC)","HPC","2015","40.9797286987305","44.6377792358398","37.3792114257813","","","","","","","","","","","","","","","","","3.73579502105713","17.2212152481079","","","","43.6481541640721","53.3853224019929","77.62274","76.13427","78.89122","21.44457","","40.32461","32.43202","36.60897","29.97528","43.98525","34.85357","20.52173","8.69474983215332","6.99804019927979","10.3782796859741","1903718","25.20601","479851.2","3664929","42.91897","21.71518","53.066291809082","60.1735992431641","50.6710891723633"
"Hungary","HUN","1971","","","","","","","","","","","","","","","","","35.68511","27.46595","25.52945","","","","","","20.664522763575","67.5273406308361","99.16539","","","","8.22551","74.0674819946289","","69.7091903686523","","78.2039566040039","","","9.95790004730225","8.67951965332031","11.1886301040649","","","","342336","33.85884","22.4696102142334","","",""
"Hungary","HUN","1999","1.6139600276947","1.8484799861908","1.38926005363464","94.2627716064453","92.3762969970703","86.8722991943359","91.7957229614258","","","","","","","","","","18.93026","40.16027","20.02924","4.56704998016357","9.38613033294678","17.55097","18.61814","33.45153","17.0544351014731","67.9479006413634","99.36692","98.69107","100","10.04206","13.10308","93.9097213745117","83.50017","94.6392822265625","83.99834","93.2115631103516","83.02343","6.39413976669312","32.5002288818359","36.0805892944336","29.083080291748","100233","71.4535064697266","71620","55044","39.41029","37.799560546875","","",""
"Hungary","HUN","2014","2.82959008216858","2.8066999912262","2.85121989250183","93.2803268432617","95.4206695556641","86.9571685791016","91.3280715942383","0.541270017623901","0.796360015869141","0.659240007400513","20.6057891845703","19.0833892822266","19.9017601013184","21.8201293945313","19.782039642334","20.8776302337646","12.53291","42.76765","16.44862","4.61743021011353","9.36789989471436","14.54597","23.07045","23.33577","14.4735064009748","68.4188287373237","99.64058","99.61397","99.66565","10.90331","15.12788","104.189910888672","89.78721","104.505020141602","89.88706","103.891448974609","89.69264","22.0452899932861","52.015869140625","58.8808288574219","45.471981048584","78674","70.976432800293","55840","120526","40.44439","43.3143501281738","","",""
"IDA & IBRD total","IBT","1992","","","","","","","","","","","","","","","","","","","","","","","","","35.1848262541526","59.8817327960262","80.31652","78.91659","81.45863","17.29041","","47.47266","","42.4682","","52.25144","","","8.53044033050537","7.66836977005005","9.35999965667725","16000000","48.24902","7709641","27700000","42.68724","35.92276","","",""
"IDA & IBRD total","IBT","2012","18.4232196807861","18.6854400634766","18.1781806945801","","93.0303001403809","91.6775512695313","","","","","","","","","","","38.31502","32.58123","18.204235","3.69000506401062","15.3964099884033","11.53084","","","28.5021042371865","65.2704535942076","89.74144","89.50773","89.90751","18.24865","","69.40442","60.68411","68.27125","60.63106","70.46235","60.73457","25.32624","27.130880355835","27.8390102386475","26.4601402282715","25900000","51.00346","13200000","48600000","43.6696","42.61798","","",""
"India","IND","1989","","","","","","","","","","","","","","","","","","","","","","","","","38.1910077308943","58.015011873516","","","","","","37.2016296386719","","26.7450408935547","","46.8956184387207","","","5.74981021881104","3.8028199672699","7.54700994491577","","","","765022","31.63151","","","",""
"Israel","ISR","1998","","","","84.9130020141602","88.7488403320313","85.8565673828125","88.2148208618164","","","","","","","","","","36.19837","29.34957","18.17252","6.65499019622803","","","","30.88002","28.3737241574495","61.7097128002115","","","","","","","","","","","","","47.355770111084","54.5925903320313","40.4915084838867","","","","143207","41.91764","","","",""
"Jamaica","JAM","1965","","","","","","","","","","","","","","","","","","","","","","","","","42.9729731268407","51.594496134667","","","","","","","","","","","","","","","","","","","","","","","",""
"Jordan","JOR","1971","","","","","","","","","","","","","","","","","","","14.99937","3.29768991470337","","","","","46.4485054571624","50.3439676052492","88.6082","89.24777","88.18455","22.95673","14.38854","45.3806686401367","","33.0106315612793","","56.2933082580566","","","2.95930004119873","1.92203998565674","3.84190988540649","4252","34.2191886901855","1455","2953","22.99357","17.5159206390381","","",""
"Kenya","KEN","1967","","","","","","","","","","","","","","","","","","","","","","","","","48.8761693522185","47.5903751644912","","","","","","","","","","","","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1969","","","","","","","","","","","","","","","","","","","","","","","","","42.3883589297243","54.1805966205441","","","","","","","","","","","","","","","","","","","","","","","",""
"St. Lucia","LCA","1982","","","","","","","","","","","","","","","","","56.9756","42.21104","0.71853","5.53879022598267","","","","","42.1901345587992","52.6440638741032","32.17893","35.41906","28.90308","15.59006","5.0274","30.420560836792","","34.5741386413574","","26.4036197662354","","","2.75277996063232","3.28455996513367","2.21585988998413","322","","","193","37.82383","39.7260284423828","","",""
"Latin America & Caribbean","LCN","1967","","","","","","","","","","","","","","","","","","","","","","","","","42.9437868492889","53.2255978695146","","","","","","","","","","","","","","","","","","","","","","","",""
"Lesotho","LSO","2020","","","","","","","","","","","","","","","","","","","","","","","","","32.2380358212327","62.8131463709401","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","LTU","2005","0.168290004134178","","","92.2383804321289","93.9427185058594","89.3469619750977","93.1564712524414","","","","","","","23.4620800018311","21.5436897277832","22.6082401275635","14.91719","50.5607","20.99424","4.87318992614746","14.5795602798462","15.27649","19.32105","17.39589","16.773027759737","67.2411421572673","98.71684","98.92543","98.52053","9.90824","14.85179","104.49723815918","98.60829","104.165756225586","98.83965","104.815071105957","98.38644","0.392019987106323","79.7298126220703","97.5385589599609","62.5166511535645","42763","80.7520523071289","34532","38468","35.53083","52.656379699707","","",""
"Macao SAR, China","MAC","1964","","","","","","","","","","","","","","","","","","","","","","","","","44.8153295343587","50.4631614839766","","","","","","","","","","","","","","","","","","","","","","","",""
"Moldova","MDA","2002","5.99720001220703","4.05176019668579","7.87497997283936","","","","","","","","","","","","","","","","","5.4979100227356","17.8843402862549","","","","21.4773001964947","68.8035842928704","98.35642","98.99773","97.74893","13.2212","14.68525","83.4444122314453","78.91573","84.6773223876953","80.22968","82.2526092529297","77.64558","1.36888003349304","32.2052307128906","36.9230613708496","27.5982894897461","31307","74.5264587402344","23332","22999","36.66246","52.2900810241699","","",""
"Moldova","MDA","2008","10.3086500167847","10.4327402114868","10.18922996521","90.2880020141602","88.4307403564453","86.1086273193359","86.6030426025391","","","","","","","16.3661403656006","14.7644100189209","15.6245203018188","17.35672","37.32309","18.64535","8.23727035522461","19.8500804901123","33.63929","31.61281","38.18395","17.0490295026053","72.7969936475341","98.15463","97.65234","98.62933","11.49866","19.04775","88.2347564697266","83.49852","89.5508575439453","85.21789","86.9653778076172","81.84019","1.12153995037079","39.9985008239746","47.4240417480469","32.8039283752441","30195","76.1682434082031","22999","38439","42.07966","56.3204689025879","","",""
"North Macedonia","MKD","1973","","","","","","","","","","","","","","","","","","","","","","","","","32.380323020298","62.4263775225538","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa (excluding high income)","MNA","2015","14.7511596679688","17.2788791656494","12.3417301177979","","","","","","","","","","","","","","","","","","","","","","31.015916742159","63.9186351816479","89.28333","88.32392","90.28829","15.95591","","75.73016","68.61788","73.55652","66.12616","77.80773","71.01426","7.59687","38.1314582824707","37.8004112243652","38.4525299072266","1888546","46.57872","879660.4","3608390","38.57105","35.26863","81.2497711181641","82.8220062255859","79.87890625"
"Mongolia","MNG","2004","7.20674991607666","4.51361989974976","9.87950992584229","","","","","","","","","","","","","","25.06783","32.82562","18.43274","4.32572984695435","13.5944499969482","11.48349","10.63871","18.30546","29.911500241749","66.3486208690866","","","","22.72494","14.01443","87.8309936523438","80.71236","92.7054901123047","85.29388","83.0049362182617","76.17639","2.85209989547729","40.7896995544434","51.4689788818359","30.5434093475342","14662","72.2207107543945","10589","20559","48.72805","51.6948089599609","100","100","100"
"Mauritania","MRT","1962","","","","","","","","","","","","","","","","","","","","","","","","","44.9645441983129","52.8200504388446","","","","","","","","","","","","","","","","","","","","","","","",""
"Mauritius","MUS","1986","","","","","","","","","","","","","","","","","48.86854","36.56936","5.37226","3.48357009887695","","","","","31.3503941740229","64.4220198010513","67.19113","","","18.87847","4.33725","44.0583190917969","","41.9663887023926","","46.1199493408203","","","0.993600010871887","0.676800012588501","1.29454004764557","3744","40.7852592468262","1527","962","38.25364","14.9019603729248","","",""
"Niger","NER","2013","","","","79.7065887451172","79.3771820068359","87.7645034790039","81.2378692626953","","","","","","","","","","53.25917","25.09039","16.26539","3.71428990364075","18.084529876709","22.37595","51.99767","","50.2639470293388","47.183443658254","64.82125","62.00596","66.96961","26.76826","","16.2538204193115","","13.4053297042847","","18.9945507049561","","19.0604801177979","","","","16406","20.1267795562744","3302","27592","55.13192","","","",""
"Netherlands","NLD","1977","4.24399995803833","3.04487991333008","5.39014005661011","","","","","","","","","","","","","","21.5846","35.50563","29.98495","6.1825098991394","","","","","24.2426266564466","64.7712499829949","69.45685","72.34503","66.61693","14.88393","","90.4382095336914","81.16168","86.6750869750977","80.89294","94.0362930297852","81.41862","","26.5308399200439","18.255350112915","34.4773788452148","89424","23.3427295684814","20874","536236","42.18963","","","",""
"Nepal","NPL","1960","","","","","","","","","","","","","","","","","","","","","","","","","40.4139316480374","57.0446459938348","","","","","","","","","","","","","","","","","","","","","","","",""
"Oman","OMN","2009","4.64678001403809","","","","","","","","","","","","","","","","32.95369","40.16299","26.88333","4.1877498626709","10.949179649353","13.1414","15.0388","42.76602","26.4959915666094","70.8033138329719","","","","","16.50643","99.7766723632813","89.281","97.1517181396484","87.67758","102.329116821289","90.84012","7.53846979141235","22.9549999237061","27.4111194610596","19.7723693847656","","","","","","36.4508399963379","","",""
"Philippines","PHL","1994","17.9101390838623","","","","","","","","","","","","","","","","","","","","","","","","40.0205415423117","56.8871961557422","","","","34.02598","","76.0899810791016","57.77512","","","","","","","","","134898","","","0","","","","",""
"Pre-demographic dividend","PRE","2008","42.1001205444336","46.4351692199707","37.8265419006348","","","","","","","","","","","","","","","","","2.67623507976532","15.9389700889587","","","","45.1311719458495","52.1335622712488","70.34735","68.54542","71.81198","22.14932","","33.3704","26.63833","28.25546","23.28003","38.41651","29.95174","17.39405","6.58539009094238","5.03495979309082","8.12617015838623","1425241","30.66262","437016.3","2018779","35.3929","18.71777","58.8747215270996","60.9243011474609","57.9683418273926"
"Paraguay","PRY","1980","","","","","","","","","","","","","","","","","","","","","","","","","42.4840451027384","53.694197147684","","","","","","26.6524906158447","","","","","","","8.85105991363525","","","","","","6923","","","","",""
"Post-demographic dividend","PST","1998","4.95078992843628","4.71222019195557","5.17768001556396","","","88.2571182250977","92.0467681884765","","","","","","","","","","","","21.94441","4.46187019348145","10.7472295761108","","","","18.7599275348079","67.1918303291579","97.65853","97.65868","97.64539","13.80138","","100.1708","85.15659","101.1865","85.72396","99.20317","84.62581","14.42166","55.7447509765625","58.7083206176758","52.8945198059082","6341517","55.25745","3504160","13300000","45.22278","33.81915","","",""
"Senegal","SEN","2006","56.6653289794922","60.0192909240723","53.367359161377","","","","","","","","","","","0.268279999494553","1.44607996940613","0.797730028629303","45.30008","25.29974","23.50002","3.76968002319336","17.9546394348145","13.19144","24.26211","161.23154","43.6620803516487","53.1157322951805","78.60543","75.21687","81.65943","","","24.1781806945801","20.83433","20.8470306396484","18.11862","27.464469909668","23.51348","","5.58047008514404","3.4940299987793","7.71314001083374","","","","","","","","",""
"Sierra Leone","SLE","1988","","","","","","","","","","","","","","","","","","","","","","","","","43.9346596308455","52.3672279060413","","","","19.37921","7.8964","18.5747203826904","","12.625659942627","","24.609769821167","","","1.56598997116089","","","5820","18.178689956665","1058","3569","57.55113","","","",""
"El Salvador","SLV","1966","","","","","","","","","","","","","","","","","","","","","","","","","46.0273555898811","50.7238113973731","","","","","","","","","","","","","","","","","","","","","","","",""
"San Marino","SMR","1986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6342582702637","51.34464","52.09423828125","52.09424","51.2195091247559","50.66876","","","","","","","","0","","","","",""
"South Sudan","SSD","2004","","","","","","","","","","","","","","","","","","","","","","","","","44.4334262952129","52.3922238083243","","","","","","","","","","","","","","","","","","","","","","","",""
"Sao Tome and Principe","STP","1991","","","","","","","","","","","","","","","","","","","","","","","","","48.2575683033225","48.1001344747286","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovenia","SVN","1982","","","","","","","","","","","","","","","","","","","","","","","","","23.1541201104694","65.9907311206135","","","","","9.97982","61.4386291503906","","","","","","","18.0233306884766","19.4687194824219","16.5753498077393","","","","30252","46.2614","19.45924949646","","",""
"Sweden","SWE","2007","2.38667988777161","1.92553997039795","2.82470011711121","92.9633483886719","92.489143371582","96.1177978515625","93.6239013671875","","","","","","","33.1449813842773","24.5466804504395","28.8183708190918","25.0466","38.85044","26.41938","6.17158985137939","12.845009803772","23.66173","29.01087","36.26481","17.1180775076643","65.33321895955","99.91093","99.81767","100","9.62452","11.34105","102.386901855469","98.45967","102.006729125977","98.44464","102.747909545898","98.47394","12.0699701309204","74.8371124267578","91.9024505615234","58.5760803222656","79016","58.7564506530762","46427","222570","44.11511","43.4167594909668","","",""
"Seychelles","SYC","1995","4.97064018249512","","","","","","","","","","","","","","","","37.47164","25.24821","10.72748","7.70369005203247","11.9129104614258","","","","31.2972119662357","61.7229187595402","","","","12.56118","","112.993423461914","82.16093","113.016532897949","82.72211","112.971229553223","81.62202","","","","","711","48.1012687683105","342","1104","44.6558","","","",""
"Thailand","THA","2008","4.50340986251831","","","97.3159790039063","","","","","","","","","","","","","45.13959","14.26054","21.176","3.50850009918213","18.1628494262695","18.93508","7.03937","20.3411","19.9676093773091","71.6242360100972","","","","21.22434","32.12563","79.2197723388672","75.39528","82.05029296875","78.74402","76.4755935668945","72.1487","","48.6715698242188","52.8915596008301","44.5084991455078","222799","55.2515907287598","123100","776531","44.37582","68.068000793457","","",""
"Turkmenistan","TKM","1993","","","","","","","","","","","","","","","","","","","","","","","","","40.2239808676049","55.7923141805764","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1967","","","","","","","","","","","","","","","","","","","","","","","","","43.9741302281312","53.0038673581201","","","","","","","","","","","","","","","","","","","","","","","",""
"Tuvalu","TUV","2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tanzania","TZA","2013","","","","","","","","","","","","","","","","","","","","","","","","","44.8479490669837","52.6247161151666","","","","","","","","","","","","","3.67580008506775","2.5799400806427","4.76662015914917","","","","","","","","",""
"Upper middle income","UMC","2000","16.2554798126221","16.8330993652344","15.7042198181152","","","","","","","","","","","","","","","","","3.90146005153656","16.2261505126953","","","","26.4089939160011","66.6211049932191","90.68336","89.72249","91.57768","16.19938","","69.90225","69.54157","69.05883","68.22952","70.70924","70.79927","11.4586","17.079870223999","17.2483997344971","16.9172592163086","12600000","54.54403","6861290","22700000","46.51376","44.1423","","",""
"Vietnam","VNM","2007","","","","","","","","","","","","","","","","","","","","","","","","","25.5888453036494","67.8845371666554","","","","","29.66495","","","","","","","","18.4827709197998","18.6506004333496","18.3221607208252","","","","","","44.4280395507813","","",""
"Samoa","WSM","1970","","","","","","","","","","","","","","","","","","","","","","","","","50.9385325779433","46.7757371689638","","","","32.80435","4.75","56.0299987792969","","59.130298614502","","53.169620513916","","","0.951820015907288","0.0171000007539988","1.84338998794556","460","","","430","38.13953","4.16666984558105","","",""
"South Africa","ZAF","1961","","","","","","","","","","","","","","","","","","","","","","","","","41.0216466253337","55.1009832901111","","","","","","","","","","","","","","","","","","","","","","","",""
"South Africa","ZAF","1998","","","","","","","","","","","","","","","","","","","","","","","","","35.3630810310639","60.1903724761494","99.87741","","","29.51528","","86.8002014160156","","92.7108688354492","","80.9665832519531","","","","","","143804","50.1091804504395","72059","160351","43.99973","","","",""
"Zimbabwe","ZWE","1964","","","","","","","","","","","","","","","","","","","","","","","","","47.9179645147045","48.9010403064082","","","","","","","","","","","","","","","","","","","","","","","",""
"Zimbabwe","ZWE","1987","","","","","","","","","","","","","","","","","58.1675","28.93072","8.95671","11.6447601318359","","","","","47.1063123143277","50.1533346145768","","","","27.48683","","44.3684616088867","","36.9176483154297","","51.7503395080566","","","","","","21981","27.9969100952148","6154","0","","","","",""
"Afghanistan","AFG","1969","","","","","","","","","","","","","","","","","","","","","","","","","44.1367804882347","53.1902620358634","","","","","","","","","","","","","","","","","","","","","","","",""
"Africa Western and Central","AFW","2013","","","","90.6206512451172","91.374828338623","88.3463134765625","89.3996276855469","","","","","","","","","","43.20938","26.11279","21.37709","3.02971005439758","16.1652793884277","10.67458","","90.80184","44.1785504798979","53.0339639920089","","","","","","","","","","","","","","","","","","","","","","","",""
"Argentina","ARG","1984","","","","","","","","","","","","","","","","","39.06241","26.94889","18.44237","2.56972002983093","","","","","30.9015511368243","60.6659433724742","","","","7.64464","10.54858","65.279541015625","","68.0078201293945","","62.5598297119141","","","28.6764698028564","30.3854694366455","26.9492492675781","213961","65.4885711669922","140120","979133","45.34849","46.2634315490723","","",""
"Australia","AUS","2019","","","","","","","","","","","","","","","","","","","","","","","","","19.2754467111674","64.8033515429272","","","","","","","","","","","","","","","","","","","","","","","",""
"Bangladesh","BGD","1985","","","","","","","","","","","","","","","","","48.31074","36.64092","10.57759","1.27118003368378","8.38862991333008","","","","43.7128817652664","53.2561990890173","","","","27.73043","28.48415","20.5651397705078","","11.7477903366089","","29.0475292205811","","","5.11442995071411","2.00540995597839","8.04699039459229","112700","8.49600982666016","9575","27348","25.38394","18.1688995361328","","",""
"Bosnia and Herzegovina","BIH","2000","","","","","","","","","","","","","","","","","","","","","","","","","20.7118780883648","68.3127371256374","","","","","","","","","","","","","20.9710597991943","","","","","","","","","","",""
"Brazil","BRA","1981","","","","","","","","","","","","","","","","","","","","","","","","","37.9287342988095","58.2075331078472","94.4668","","","","11.8072","","","","","","","","","","","","","","","","","","",""
"Barbados","BRB","2005","3.97251009941101","7.76371002197266","0.233060002326965","97.6750335693359","91.6476898193359","99.5340576171875","96.0220108032227","","","","","","","","","","27.89376","31.69585","31.57781","5.66965007781982","17.5070495605469","19.17852","22.6382","","20.5632538731846","66.9864614961476","98.65593","97.31407","100","15.88872","","108.539001464844","92.19581","107.95629119873","92.0335","109.112846374512","92.35566","5.04249000549316","","","","1348","56.8991088867188","767","73","38.35616","","60.4599418640137","60.4954414367676","60.4130783081055"
"Barbados","BRB","2018","3.83275008201599","2.60406994819641","5","","","","","","","","","","","","","","","","","","","","","","17.342948147683","66.8543578901832","","","","17.93859","","103.703903198242","93.63078","105.752891540527","96.81848","101.763977050781","90.61275","6.69358015060425","","","","1091","65.994499206543","720","","","","48.8542594909668","49.1666717529297","48.2479782104492"
"Bhutan","BTN","1997","","","","","","","","","","","","","","","","","","","","","","","","","41.8343728306045","54.5044579660655","94.94058","97.23305","93.17088","","","","","","","","","","","","","","","","","","","","",""
"Congo, Dem. Rep.","COD","1979","","","","","","","","","","","","","","","","","","","","","","","","","44.6381317159344","52.4650017815121","","","","23.58637","10.21927","25.1394596099854","","13.3395099639893","","36.9381103515625","","","1.25424003601074","","","35208","","","219080","27.47763","","","",""
"Costa Rica","CRI","1981","30.9471302032471","31.8595790863037","30.0566692352295","","","","","","","","","","","","","","","","","","","","","","36.4989973888128","59.5018382562547","53.39149","53.94394","52.83583","19.25363","","46.7319488525391","38.97336","49.7783508300781","41.54288","43.7626609802246","36.46889","","20.8331699371338","","","6955","54.4068984985352","3784","30713","49.52626","","","",""
