"Country Name","Country Code","Year","average_value_Adolescents out of school (% of lower secondary school age)","average_value_Adolescents out of school, female (% of female lower secondary school age)","average_value_Adolescents out of school, male (% of male lower secondary school age)","average_value_Current education expenditure, primary (% of total expenditure in primary public institutions)","average_value_Current education expenditure, secondary (% of total expenditure in secondary public institutions)","average_value_Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","average_value_Current education expenditure, total (% of total expenditure in public institutions)","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Expenditure on primary education (% of government expenditure on education)","average_value_Expenditure on secondary education (% of government expenditure on education)","average_value_Expenditure on tertiary education (% of government expenditure on education)","average_value_Government expenditure on education, total (% of GDP)","average_value_Government expenditure on education, total (% of government expenditure)","average_value_Government expenditure per student, primary (% of GDP per capita)","average_value_Government expenditure per student, secondary (% of GDP per capita)","average_value_Government expenditure per student, tertiary (% of GDP per capita)","average_value_Population ages 0-14 (% of total population)","average_value_Population ages 15-64 (% of total population)","average_value_Progression to secondary school (%)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Pupil-teacher ratio, secondary","average_value_Pupil-teacher ratio, tertiary","average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary (% net)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, secondary, private (% of total secondary)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, teachers","average_value_Secondary education, teachers (% female)","average_value_Secondary education, teachers, female","average_value_Secondary education, vocational pupils","average_value_Secondary education, vocational pupils (% female)","average_value_Tertiary education, academic staff (% female)","average_value_Trained teachers in secondary education (% of total teachers)","average_value_Trained teachers in secondary education, female (% of female teachers)","average_value_Trained teachers in secondary education, male (% of male teachers)"
"Sub-Saharan Africa","SSF","2004","43.5642013549805","49.0745506286621","38.1145210266113","","","","","","","","","","","","","","","","","3.10963010787964","17.3871002197266","","","","44.0853232931266","52.9637145058127","70.80166","70.43929","71.0533","26.51402","","31.09678","24.61484","27.25732","22.38181","34.90022","26.82885","16.88404","5.87847995758057","4.81780004501343","6.93937015533447","1191693","30.03305","357901.8","2133122","36.51473","23.70055","","",""
"Suriname","SUR","1969","","","","","","","","","","","","","","","","","","","","","","","","","48.2893488276147","47.7659355016159","","","","","","","","","","","","","","","","","","","","","","","",""
"Sweden","SWE","1988","","","","","","","","","","","","","","","","","","","","","","","","","17.8556294446629","64.4377230047253","","","","","","90.0243606567383","","91.1906127929688","","88.9122161865234","","","29.9659595489502","32.0828018188477","27.9533290863037","","","","219969","46.63066","","","",""
"Eswatini","SWZ","1999","","","","","","","","","","","","","","","","","33.15343","26.90439","32.07311","5.09095001220703","20.4332008361816","7.92192","22.06451","","43.7098383676623","53.5152116269057","84.16009","84.08051","84.24658","","21.31004","45.0250205993652","32.85493","45.2643203735352","35.73715","44.7874794006348","29.99388","","4.7526798248291","4.41961002349854","5.10631990432739","","","","0","","32.3144111633301","","",""
"East Asia & Pacific (IDA & IBRD countries)","TEA","2009","10.7503204345703","10.8197298049927","10.6866302490234","90.4344177246093","90.9976959228515","78.3651885986328","84.5038909912109","","","","","","","","","","42.548945","31.47717","12.90295","3.86193990707397","14.511420249939","14.19945","","20.74544","21.8476997965341","71.0160046159365","96.08493","96.66223","95.51469","16.22447","","79.64208","71.80212","80.25857","73.0879","79.07387","70.61718","14.85108","23.2129592895508","23.835319519043","22.6229705810547","8948298","49.49047","4428554","24300000","48.51195","45.8321","","",""
"Togo","TGO","1987","","","","","","","","","","","","","","","","","32.13439","36.3354","26.53303","4.71762990951538","","","","","46.5913768287305","50.4384402168481","76.2323","72.26983","77.93963","22.26266","17.28611","18.5365695953369","","8.69324016571045","","28.4837493896484","","","2.09888005256653","0.539919972419739","3.67583990097046","4424","12.1383399963379","537","6201","25.30237","","","",""
"Trinidad and Tobago","TTO","1969","","","","","","","","","","","","","","","","","","","","","","","","","41.8861357297271","54.1271423175336","","","","","","","","","","","","","","","","","","","","","","","",""
"Uganda","UGA","1984","","","","","","","","","","","","","","","","","26.2729","36.60928","21.75112","2.42835998535156","","","","","47.2074913680623","50.1801514250464","","","","24.69212","","8.52859973907471","","","","","","","","","","6561","","","17479","","","","",""
"Uganda","UGA","2004","","","","74.2414398193359","86.0030212402344","75.4599227905273","74.798469543457","","","","","","","","","","61.21026","17.31284","11.86568","4.95237016677856","20.3083400726318","10.31745","","172.84059","49.7392538474183","48.2228394846081","41.69406","41.73136","41.66188","18.47639","21.19962","19.3705902099609","15.71306","17.0571002960205","14.66158","21.7264003753662","16.78376","44.5829086303711","3.66898989677429","2.7825300693512","4.57733011245728","39661","21.9485092163086","8705","35285","33.17274","19.4817695617676","","",""
"Upper middle income","UMC","1969","","","","","","","","","","","","","","","","","","","","","","","","","39.3259056789162","56.3701358429087","","","","","","","","","","","","","","","","","","","","","","","",""
"Upper middle income","UMC","2008","8.20555973052979","8.33996963500977","8.08045959472656","","","","","","","","","","","","","","","","16.785205","4.0971999168396","14.4014348983765","13.82978","15.36475","","21.7735959825764","70.3541629412966","97.47821","97.29809","97.69735","15.6517","","82.47325","74.68254","83.47011","75.97171","81.54006","73.47872","13.17764","29.3977298736572","31.2523994445801","27.6197700500488","14700000","54.13398","7932610","30900000","48.20005","44.97496","","",""
"Uruguay","URY","1981","","","","","","","","","","","","","","","","","","","","","","","","","26.8494346614017","62.4989053071052","","","","","9.74766","65.3983688354492","","","","","","","17.143180847168","","","","","","26017","47.51509","","","",""
"Uzbekistan","UZB","1979","","","","","","","","","","","","","","","","","","","","","","","","","41.1022230389221","53.581409791947","","","","","","","","","","","","","","","","","","","","","","","",""
"Venezuela, RB","VEN","2005","12.4981002807617","10.7507801055908","14.1749696731567","","","","","","","","","","","","","","","","","","","","","","31.6895518602572","63.345289219723","99.58137","99.1712","100","","","74.5980224609375","63.14279","79.2576293945313","67.63398","70.1218338012695","58.8284","24.6174297332764","","","","","","","77659","49.88089","","","",""
"British Virgin Islands","VGB","1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.30435","","76.0994262695313","","84.9802398681641","","67.7777786254883","","","","","","46","58.6956481933594","27","0","","","","",""
"Virgin Islands (U.S.)","VIR","1963","","","","","","","","","","","","","","","","","","","","","","","","","39.933801076898","54.4183119274609","","","","","","","","","","","","","","","","","","","","","","","",""
"Virgin Islands (U.S.)","VIR","1983","","","","","","","","","","","","","","","","","","","","","","","","","33.9102878993653","60.9366120534381","","","","18.00537","13.06667","","","","","","","","","","","745","","423","0","","","","",""
"Vietnam","VNM","1980","","","","","","","","","","","","","","","","","","","","","","","","","40.8434543659403","53.8193708445361","","","","","8.15074","43.4530906677246","","","","","","","2.43329000473022","","","","","","181229","","24.4477005004883","","",""
"World","WLD","1993","","","","","","","","","","","","","","","","","","","","","","","","","32.2823653011935","61.3240019184987","82.59613","81.54955","83.45929","16.50831","","55.18749","","50.90609","","59.2738","","","14.0571298599243","13.5855197906494","14.5099897384644","22600000","49.36419","11100000","43700000","43.94374","33.85754","","",""
"Samoa","WSM","1979","","","","","","","","","","","","","","","","","","","","","","","","","46.9771680054802","50.2995366391149","","","","","","71.8935470581055","","74.5414276123047","","69.4471206665039","","","","","","","","","473","49.68288","","","",""
"Samoa","WSM","1983","","","","","","","","","","","","","","","","","","","","","","","","","44.1737395170254","52.8853440436496","","","","","","","","","","","","","3.10909008979797","3.05379009246826","3.1597900390625","","","","","","","","",""
"Argentina","ARG","1973","","","","","","","","","","","","","","","","","31.71021","33.01663","23.87173","1.78051996231079","","","","","29.3397819118872","63.3133714961855","28.74709","","","7.58144","10.87732","49.9117698669434","","52.1010818481445","","47.7441482543945","","","19.6180801391602","17.9203491210938","21.2965793609619","148483","61.9107894897461","91927","703063","47.31212","34.9219818115234","","",""
"Antigua and Barbuda","ATG","1994","","","","","","","","","","","","","","","","","","","","","","","","","29.8970299386941","62.6525206832927","","","","","","","","","","","","","","","","","","","","","","","",""
"Australia","AUS","1967","","","","","","","","","","","","","","","","","","","","","","","","","29.4153377257915","62.1235400502486","","","","","","","","","","","","","","","","","","","","","","","",""
"Austria","AUT","1985","","","","","","","","","","","","","","","","","17.48344","49.59442","17.66651","5.29721021652222","","","","","18.1192766571922","67.7444704228622","","","","11.74935","11.56035","93.785888671875","","90.1933670043945","","97.2266082763672","","","25.5248603820801","23.3034000396729","27.6684093475342","72400","52.2638092041016","37839","349951","44.76341","18.3426609039307","","",""
"Burundi","BDI","2014","","","","","","","","","","","0.387710005044937","1.28252005577087","0.805499970912933","0.765799999237061","2.02304005622864","1.35280001163483","","","","6.78452014923096","19.6883106231689","","","","45.4436826837543","52.4739547224236","79.60397","77.63964","81.87925","37.21738","25.23399","39.4112586975098","25.95054","36.7758598327637","26.212","42.0569114685059","25.68807","8.81266975402832","4.5462498664856","2.8063600063324","6.30732011795044","15673","22.9056301116943","3590","37026","43.2804","12.291600227356","","",""
"Benin","BEN","2005","","","","","","","86.2934265136719","","","","","","","","","","45.96998","32.82716","21.20287","2.6566801071167","18.7903900146484","10.10737","","145.62578","44.4385243462819","52.4054258054615","","","","","","","","","","","","","5.9141697883606","","","","","","","","","","",""
"Burkina Faso","BFA","1989","88.2833862304688","91.5271606445313","85.1221084594727","","","","","","","","","","","","","","","","","","","","","","47.2527113904331","49.435332174102","59.55944","","","","","6.60604000091553","5.27344","","3.63422","","6.87677","","0.754429996013641","0.362210005521774","1.14894998073578","","","","5884","","","","",""
"Burkina Faso","BFA","2000","","","","","","","","","","","","","","","","","","","","","","","","","46.7698494703023","50.4652762737788","61.95547","61.58661","62.19793","","","10.4224796295166","","8.23515033721924","","12.5492095947266","","34.2107315063477","","","","","","","15188","52.22544","","","",""
"Bangladesh","BGD","1999","","","","","","","","","","","","","","","","","44.46281","37.85218","10.96074","2.13281989097595","18.129789352417","","9.99201","40.4384","37.5472154643198","58.6959388520062","","","","37.41274","20.48241","48.3311805725098","45.10087","48.1305694580078","44.85033","48.5234298706055","45.34096","95.613410949707","5.6334400177002","3.70026993751526","7.50030994415283","264945","13.3703203201294","35424","105791","23.82906","14.9367504119873","","",""
"Belize","BLZ","2001","7.88672018051147","9.67294979095459","6.1292200088501","89.3232269287109","90.8354263305664","53.0427703857422","74.3340072631836","","","","","","","","","","","","","5.79708003997803","18.3053703308105","","","","40.4162893089158","55.7540686026589","","","","22.88462","","70.5914688110352","60.15394","72.3638916015625","61.89531","68.8479385375977","58.44096","73.8757934570313","14.6657304763794","18.1910991668701","11.1911401748657","1066","64.7279510498047","690","964","50.41494","","39.0243911743164","42.4637718200684","32.7127685546875"
"Bermuda","BMU","1985","","","","","","","","","","","","","","","","","33.1684","36.88275","22.63716","3.03449010848999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bolivia","BOL","1978","","","","","","","","","","","","","","","","","","","","","","","","","41.0643788451094","54.8796908627021","","","","","","","","","","","","","","","","","","","","","","","",""
"Bolivia","BOL","2008","","","","","","","","","","","","","","18.6900291442871","22.5673904418945","20.535120010376","","","","","","","","","35.2812552525579","58.821869650363","","","","","","85.0127792358398","72.09962","84.3305969238281","72.35473","85.6677780151367","71.85467","13.5174999237061","","","","","","","637442","48.78279","","","",""
"Bhutan","BTN","2008","26.0267295837402","25.39208984375","26.6370601654053","","","","","","","","","","","","","","23.3702","55.73444","","4.91159009933472","15.0217199325562","7.13574","36.27318","","32.7273295781946","62.4179400934764","98.17039","100","96.2521","23.74567","6.36948","54.7161712646484","44.05713","53.8601913452148","44.87991","55.5363616943359","43.26876","9.17310047149658","6.75872993469238","4.90635013580322","8.45930957794189","2194","33.1358184814453","727","","","26.3556098937988","83.2725601196289","",""
"Botswana","BWA","2012","","","","","","","","","","","","","","","","","","","","","","","","","34.8754827030981","61.6035548913587","97.46923","97.55986","97.377","","21.7716","","","","","","","","22.8304805755615","","","","","","","","","","",""
"Canada","CAN","1997","","","","","","","","","","","","","","","","","","","","","","","","","20.0413436960093","67.7561938381398","","","","","","","","","","","","","","","","","","","0","","","","",""
"Canada","CAN","1999","","","","","","","95.8473663330078","","","","","","","","","","","","","5.54994010925293","12.7418804168701","","","","19.4561309515068","68.0921171064514","","","","","","102.376136779785","","103.277229309082","","101.522453308105","","6.70255994796753","60.2518692016602","69.1925506591797","51.7487106323242","","","","","","","","",""
"China","CHN","1962","","","","","","","","","","","","","","","","","","","","","","","","","40.2824705322397","56.0432071621243","","","","","","","","","","","","","","","","","","","","","","","",""
"Colombia","COL","1964","","","","","","","","","","","","","","","","","","","","","","","","","47.482790409011","49.6088705562007","","","","","","","","","","","","","","","","","","","","","","","",""
"Colombia","COL","1987","","","","","","","","","","","","","","","","","","","","","","","","","36.8787135467641","59.1843614957109","62.77554","62.68193","62.87442","19.90078","9.81777","52.9612503051758","","53.0075798034668","","52.9151916503906","","","12.9714403152466","12.7628297805786","13.1803998947144","109933","","","529703","49.90325","23.3278408050537","","",""
"Comoros","COM","1973","","","","","","","","","","","","","","","","","","","","","","","","","44.6770785559851","52.209182336369","","","","23.21239","","6.99914979934692","","3.15405011177063","","10.7924699783325","","","","","","113","41.5929183959961","47","23","26.08696","","","",""
"Caribbean small states","CSS","2017","14.5921802520752","13.0995903015137","16.0362892150879","98.1425094604492","97.3218383789063","95.29931640625","97.2133865356445","","","","","","","","","","37.87799","36.25373","19.25634","5.2606201171875","18.4025402069092","23.44592","27.15691","","23.9754531615926","67.4127558756154","93.27782","94.30178","92.27973","14.74658","","86.27692","73.90341","89.20445","76.79861","83.44828","71.10909","15.07463","","","","39210.33","66.39697","26034.47","32771.41","45.28997","","74.2676391601563","75.4995422363281","71.8334884643555"
